Datetime,Conversation ID,Tweet ID,Text,Likes,Retweets,Replies,Language,Media,Username,User Description,User Image
2022-03-20 01:50:29+00:00,1505361101009076224,1505361101009076224,"You ain't ready ⚡  MVFW 2k22 // 24-27 March //  LFGO @FabeeoBreen 🙌🙌🙌🙌🙌

#Decentraland #mvfw #wearables #NFTs #dcl #metaverso https://t.co/aVoe6sqGTu",21,5,4,en,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FOQdxAgXMAE4t-o.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FOQdxAgXMAE4t-o.mp4', bitrate=0)])]",Antisecretsoci2,"Metaverse creators guild ⚒️
Curated by @kafcrypto
Visit us in Decentraland 📍
play.decentraland.org/?realm=dg&posi…",https://pbs.twimg.com/profile_images/1434215317115445250/1i_w0Ve-_normal.jpg
2022-03-19 16:49:47+00:00,1505225030531264513,1505225030531264513,"We will be launching two exclusive #fashion photography #NFT projects at our gallery in @decentraland during Metaverse Fashion Week (3/24-3/27) Join us - https://t.co/Q4lYvmGOYh 

#mvfw #NFTCollection #NFTdrop #nftphotography https://t.co/qzNzrg5y0F",18,3,2,en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1505224913921220611/pu/img/Hg1m7L97XcY8G4aa.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1505224913921220611/pu/pl/Uk1u-2G5OQc6_w_l.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1505224913921220611/pu/vid/540x540/ndpzjk2wIsv5Ob1l.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1505224913921220611/pu/vid/720x720/IVh-l34yfozBOYH9.mp4?tag=12', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1505224913921220611/pu/vid/320x320/8I6Qt43fiwRVeCIS.mp4?tag=12', bitrate=432000)], duration=20.0, views=143)]",xpozd_io,Fashion | Beauty | Portrait NFT Photographers and Filmmakers - Now accepting submissions for upcoming drops and marketplace features. Details info.xpozd.io,https://pbs.twimg.com/profile_images/1498352215819317248/4WNjuS0a_normal.jpg
2022-03-19 13:48:11+00:00,1505179328056864769,1505179328056864769,"#Decentraland is hosting the first #Metaverse Fashion Week from 24 to 27 March 2022. Though the names of the participants are being kept secret, many brands have expressed interest👇

The best part is that the event is free and open to all on Decentraland. Will you attend #MVFW? https://t.co/b0LGAEJqA6",14,4,6,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FON4njcXEAMkrMB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FON4njcXEAMkrMB?format=jpg&name=large')]",CurrencyCom,"The cutting-edge platform that helps you purchase cryptos safely, instantly, and hassle-free. #Currencycom",https://pbs.twimg.com/profile_images/1555860180826472453/zjONELT2_normal.jpg
2022-03-19 13:48:10+00:00,1505179325582221320,1505179325582221320,"#Decentraland is hosting the first #Metaverse Fashion Week from 24 to 27 March 2022. Though the names of the participants are being kept secret, many brands have expressed interest👇

The best part is that the event is free and open to all on Decentraland. Will you attend #MVFW? https://t.co/krKVorLttx",0,0,0,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FON4nqgXMAYFJ9r?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FON4nqgXMAYFJ9r?format=jpg&name=large')]",currencycom_USA,"The cutting-edge platform that helps you purchase cryptos safely, instantly, and hassle-free. #Currencycom",https://pbs.twimg.com/profile_images/1555092239830982657/fGs_W_mg_normal.jpg
2022-03-19 07:55:20+00:00,1505090529591447552,1505090529591447552,"🔑Only the first 500 participants will receive the #NFT #airdrop!
🔥Go go go!

#MVFW #Decentraland #fashion #Metaverse #NFTCommunity #Giveaways https://t.co/pHdTIs1Qqw",6,2,0,en,,DragonCityIO,"A large-scale cultural Metaverse community @decentraland, 
built by @MetaverseLabs, 
powered by @dragondao_

Join us: dsc.gg/dragoncity",https://pbs.twimg.com/profile_images/1367452060912807941/AV20wemf_normal.jpg
2022-03-19 06:20:15+00:00,1505066603956039685,1505066603956039685,#MVFW come on,0,0,0,en,,ERHUOFIL,"L3, ❄️",https://pbs.twimg.com/profile_images/1476237792967786496/Ae28Golj_normal.jpg
2022-03-19 06:11:39+00:00,1505064436863684608,1505064436863684608,"🔥#NFT #Giveaway🔥
#DazzleFashion's metaverse debut @DragonCityIO @decentraland is coming soon!!
👇
Click on the 3 links below to complete the tasks to get 3 Invitation #NFTs and 3 wearables will be airdropped during #MVFW.

1⃣https://t.co/S1b4UgmKNA",8,1,1,en,,MetaMediaMatrix,Bring your imagination into Metaverse.,https://pbs.twimg.com/profile_images/1505833632283303940/-iHDmQIZ_normal.jpg
2022-03-19 00:39:27+00:00,1504980837598695426,1504980837598695426,"Q&amp;A with our panelists live now: 

 #mvfw https://t.co/d9pKhtDidT",4,0,0,en,,Brytehall,A curated premium NFT marketplace that combines ease & sophistication.,https://pbs.twimg.com/profile_images/1422077241895231490/wrdvsRPo_normal.jpg
2022-03-19 00:06:46+00:00,1504972611511595008,1504972611511595008,"Come and join our panel live now discussing @decentraland’s metaverse fashion week  #mvfw with @modyaya @operator_______ @SchlippeBettina @davidcash888 &amp; more friends! 

👉https://t.co/d9pKhtDidT",9,7,0,en,,Brytehall,A curated premium NFT marketplace that combines ease & sophistication.,https://pbs.twimg.com/profile_images/1422077241895231490/wrdvsRPo_normal.jpg
2022-03-19 00:05:39+00:00,1504972330203860999,1504972330203860999,Live now with @Brytehall and @davidcash888 for metaverse fashion week  #mvfw https://t.co/3KuuJUOTlq,10,2,0,en,,operator_______,"Experiential Artist Duo, Ania Catherine & Dejha Ti  @aniacatherine @dejhati",https://pbs.twimg.com/profile_images/1548646659026026498/_Gh-GGti_normal.jpg
2022-03-18 21:46:33+00:00,1504937326203523079,1504937326203523079,🎟️ I'm attending Metaverse Fashion Week #MVFW! Get your invite at https://t.co/wRAvaRQnTM,1,0,0,en,,romain_flx,Marketing Manager,https://pbs.twimg.com/profile_images/1493300121752244227/9t-t77tH_normal.jpg
2022-03-18 19:13:38+00:00,1504898844835790849,1504898844835790849,"Damn! 1,100+ people joined our AMA and talked about Metaverse, NFT Fashion, and whatnot! 🎉🎊 

Thank you for joining us, @decentraland, @ggcasimiro_ ❤️ 

#AMA #NFT #NFTs #MVFW #NFTCommunity #Metaverse https://t.co/5s3cNPVVjV https://t.co/2sAbUawo1N",14,3,0,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FOJ5hb0aAAEyvkd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOJ5hb0aAAEyvkd?format=jpg&name=large')]",XRCouture,👾 Wear clothes that don’t exist 👾 | As seen on Wall Street Journal + Forbes😎 | Register for Digital Fashion Masterclass -forms.gle/qBXKE5Bx8Wv2Rc…,https://pbs.twimg.com/profile_images/1311225922779975681/zCgzDJ9P_normal.jpg
2022-03-18 18:30:12+00:00,1504887914416979968,1504887914416979968,"Decentraland’s MVFW and @XRCouture AMA
#nfts 

 https://t.co/zQGmGPB8BL",0,0,0,en,,Sbihakhan97,"Writer, Marketing is my Jamm, Podcast Host, CA Final, here for NFTs & memes, gutter, alienboy, MaisonDeGoat, Cardano ❤️check out my linkedin⏬",https://pbs.twimg.com/profile_images/1599319591502508033/8U4w7Gpq_normal.jpg
2022-03-18 18:15:07+00:00,1504884117921357826,1504884117921357826,"We made the FIRST EVER handbag wearable for @decentraland 

AND 

We're featured on the runway of Metaverse Fashion Week MVFW with @gossapegirl

Woohoo! 🚀

#Fashionweek #MVFW #Metaverse #fashionNFTs https://t.co/l2UF6lQpDF",2,0,0,en,,aingeth,3x Tech Founder | Head of Strategic IP Partnerships @BigHeadHQ | Digital luxury collectibles @Diamondhandbag,https://pbs.twimg.com/profile_images/1594940871824519168/mikdU1Ka_normal.jpg
2022-03-18 17:17:15+00:00,1504869555235360768,1504869555235360768,"Did you catch this low key @stoney_eye  x Michi yukata for the #MVFW? 

Stoney hand cut and sprayed these stencils of geishas into a collage which is why it's called 'Crimson Gaisha' Yukata~ 🔥 

Only in @decentraland !

https://t.co/awRlQbAeOm https://t.co/3196xU7al1",38,8,6,en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1504868004466933760/pu/img/6zYCeykPcCtyYM08.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504868004466933760/pu/vid/320x320/FDMaQNjFolKgKOEi.mp4?tag=14', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1504868004466933760/pu/pl/54adVu9wo3a_4zBO.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504868004466933760/pu/vid/720x720/uqvz6m9xsdrFYC12.mp4?tag=14', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504868004466933760/pu/vid/540x540/cV8zhw5PgslGYbq4.mp4?tag=14', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504868004466933760/pu/vid/1080x1080/lJeDUAj24YKKg9uY.mp4?tag=14', bitrate=8768000)], duration=2.4, views=881)]",michi_todd,♦ Verified Creator for @Decentraland ♦ Metaverse 3D Artist ♦ Web3 Marketing Strategist ♦,https://pbs.twimg.com/profile_images/1604714669897584641/PP8AbJtS_normal.jpg
2022-03-18 16:56:55+00:00,1504864436204425220,1504864436204425220,"Alpha🔥

DiamondHandBag x @gossapegirl are featured on the runways of Metaverse Fashion Week on March 24

We're the FIRST EVER Handbag Wearable available on @Decentraland

WIN 1 of 5 DiamondHandBag wearables:

ENTER 👉👉 RT, Like &amp; Tag 3 Friends

#MVFW #Gossapegirls https://t.co/VcVQ0qweoR",68,41,38,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FOJYCFzVEAIjUL-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOJYCFzVEAIjUL-?format=jpg&name=large')]",diamondhandbag,Fantastical handbags for the next generation 💎 #DigitalFashion,https://pbs.twimg.com/profile_images/1549538293938679808/1jAEoXVy_normal.jpg
2022-03-18 16:31:58+00:00,1504858159483084805,1504858159483084805,"@justhypeuk hi,  i'm writing an article about MVFW. Can we talk? :) thkx",0,0,0,en,,Fvsari,"🇧🇷 Multimedia Fashion Journalist @FFWOficial / wrote for Elle, Harper’s Bazaar and Vogue / contatofvsari@gmail.com",https://pbs.twimg.com/profile_images/1592335516032274433/W_8DP6MV_normal.jpg
2022-03-18 15:35:58+00:00,1504844066739077123,1504844066739077123,"🔜The Immersive KIND x E-ternity @info_e_ternity
presents “The Ultimate Seduction” – a Metaverse Couture Immersive masterpiece set inside a biological underwater Metaverse coming soon to #MVFW #MetaverseFashionWeek! March 24-27! @decentraland @rarible @toonpunk23 https://t.co/ZUHYEFbBfR",6,3,0,en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1504843599535616003/pu/img/4IJf1CQZCXbDqhMH.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504843599535616003/pu/vid/480x270/e9O9cuwzgatnmCE2.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504843599535616003/pu/vid/1280x720/Pg1VrsZWtBTf2Zjb.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504843599535616003/pu/vid/640x360/WzVsflovER7XUvY3.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1504843599535616003/pu/pl/EUYtaGcTpnZ5nzas.m3u8?tag=12&container=fmp4', bitrate=None)], duration=20.04, views=75)]",ImmersiveKind,"CREATIVE TECHNOLOGY COLLECTIVE specializing in 3D Fashion and Metaverse Production, AR,VR, XR, Avatars and Virtual Worlds.",https://pbs.twimg.com/profile_images/1276507373260214275/RZ9iZEmJ_normal.jpg
2022-03-18 15:33:28+00:00,1504826593486680067,1504843436196773901,@JTV____ @BlackLabelDCL @theace96_ @SuperDelacruz @DCLmetametals @maryanaDCL @DokiDCL Should I be making a MVFW submission 🤔,1,0,0,en,,NewJenerationG,Twitch Streamer | Content creator | Hella gay | I host NFT giveaways | P2Eer! | The derpiest of the derps and love animoos,https://pbs.twimg.com/profile_images/1537221896923713536/DL2PIm47_normal.jpg
2022-03-18 15:23:22+00:00,1504840892447870980,1504840892447870980,More pieces for #MVFW #digitalfashion #dressx https://t.co/WlARKKTwEB,10,2,1,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FOJE0AmXIAMwnK3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOJE0AmXIAMwnK3?format=jpg&name=large')]",torrentbae,"Design and creative leadership @RealityLabs 💿 Mentor @newinc Musings on tech, design, art, fashion, commerce, mood. Prev @away @frogdesign @stinkstudios",https://pbs.twimg.com/profile_images/1500281657043128324/9RNfzbYb_normal.jpg
2022-03-18 15:12:13+00:00,1504838086454390784,1504838086454390784,"Partnership Announcement

@BosonProtocol X @ShopCider

Who’s ready to shop til they drop for Metaverse Fashion Week, where @ShopCider have chosen Boson Protocol to enable the sale of their physical items as NFTs in the Metaverse

Dropping - 24 March #MVFW
https://t.co/W9xSw2v9bl https://t.co/efP7FyXsrQ",89,12,2,en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1504838041180979213/pu/img/KRGFzPB09g1yH9Sg.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504838041180979213/pu/vid/720x720/bgTs12wVF_IZ1PY8.mp4?tag=12', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1504838041180979213/pu/pl/LeoK0JEhK6oUJ1cX.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504838041180979213/pu/vid/320x320/UnI-7k5kfhUdcGls.mp4?tag=12', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504838041180979213/pu/vid/540x540/hf9ra2lXgTh9-k2j.mp4?tag=12', bitrate=832000)], duration=19.04, views=2202)]",BosonProtocol,"Web3’s Commerce Layer  

Join the community ⬇️ 
t.me/bosonprotocol 
discord.gg/QSdtKRaap6",https://pbs.twimg.com/profile_images/1564990961423458309/74l9A-xK_normal.jpg
2022-03-18 13:40:42+00:00,1504815055522594818,1504815055522594818,"Your wait is finally over! 😍

Our public sale is now live! 🚀

With pre-sale collection sold out, now we only have 5 in supply left for each design. Hurry up &amp; get your NFT dress for #MVFW right now! 😍 

Get started: https://t.co/nr7OviTbJp 🚀

#NFT #NFTs #NFTCollection #Sales https://t.co/n58KkpvtJp",29,1,3,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FOItT_eXoAIftEy?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOItT_eXoAIftEy?format=jpg&name=large')]",XRCouture,👾 Wear clothes that don’t exist 👾 | As seen on Wall Street Journal + Forbes😎 | Register for Digital Fashion Masterclass -forms.gle/qBXKE5Bx8Wv2Rc…,https://pbs.twimg.com/profile_images/1311225922779975681/zCgzDJ9P_normal.jpg
2022-03-18 13:07:29+00:00,1504806699236007946,1504806699236007946,"Happy to announce that I'll be speaking at the Boson Forum during @decentraland's #MetaverseFashionWeek next Friday! So honoured to be included among such fantastic innovators! See you there! 😁 @BosonProtocol @KnownOrigin_io 
.
.
.
.
#mvfw #digitalfashion #nfts https://t.co/YGLXVxIZsu",28,4,4,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FOIltgjXIAkD1Vp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOIltgjXIAkD1Vp?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FOIlt0SXEAMNCQj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOIlt0SXEAMNCQj?format=jpg&name=large')]",eduasykes,Creator of @unbanned_eth | Writer | Curator | Digital Fashion Consultant |  IG: eduasykes,https://pbs.twimg.com/profile_images/1567723632020918275/T9gIIBuT_normal.jpg
2022-03-18 12:54:59+00:00,1504803550777466882,1504803550777466882,"Set a reminder for my upcoming Space! https://t.co/jx3P3gTZOy

invite you to Q&amp;A open call to discuss #digitalfashion revolution in web3! 

We are talking about epic Wedding: Upcycled collection by @digital.fashion.princess, and our Pop-up store in @Decentraland. 

#MVFW",11,1,2,en,,reginaturbina,"#digitalfashion lover, designer, cofounder at @artisantnft - web3 digital fashion platform. Collector. #WEB3fashion builder artisant.io",https://pbs.twimg.com/profile_images/1539545300825686017/OprPrlgw_normal.jpg
2022-03-18 12:26:23+00:00,1504796354274467843,1504796354274467843,"Frens, in case you didn't know, we're building an #NFT marketplace and it would be ready for the #MVFW.

Hopefully, it will unlock the unlimited potential of the creators from the #DragonCity community.

✍️ https://t.co/hDYN6ZdrX8",7,2,0,en,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FOIYvSMVIAEwbDY.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FOIYvSMVIAEwbDY.mp4', bitrate=0)])]",DragonCityIO,"A large-scale cultural Metaverse community @decentraland, 
built by @MetaverseLabs, 
powered by @dragondao_

Join us: dsc.gg/dragoncity",https://pbs.twimg.com/profile_images/1367452060912807941/AV20wemf_normal.jpg
2022-03-18 11:05:39+00:00,1504776039889014789,1504776039889014789,"🔴 @Metamotive is a Web3 project based on the Ethereum Blockchain with a dedication to design and create mobility concepts for the metaverse.
🌐https://t.co/zDKPFQm9wK 

⚡️With MΞTΛMOTIVΞ, the #MVFW @DragonCityIO will exceed your expectations. https://t.co/JAOdkanYvZ",2,1,0,en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1504772968743723011/pu/img/lfEcsvFinRbPW38A.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504772968743723011/pu/vid/720x360/__av20jRL8m9hJE5.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504772968743723011/pu/vid/1280x640/WNhNlqumjz7ZAnXY.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1504772968743723011/pu/pl/wYF4IgqoSuahFbrI.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504772968743723011/pu/vid/540x270/qOTv75uJU75kW-5-.mp4?tag=12', bitrate=256000)], duration=71.146, views=51)]",MetaMediaMatrix,Bring your imagination into Metaverse.,https://pbs.twimg.com/profile_images/1505833632283303940/-iHDmQIZ_normal.jpg
2022-03-18 09:59:01+00:00,1504759271069683715,1504759271069683715,"DRUMROLLSSS!🥁🎉

New giveaways is on its way!🥳Designs voted by DigiFunDAO members and NFTs of actual fashion products in collab with amazing designer brands! 

🎁drops on 24-27 March! Follow for updates!

🧭93,-117（Dragon City）@Decentrtaland

#MVFW @DigiFun_ #NFTs #Giveaways https://t.co/NtUwdnDs16",6,1,3,en,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FOH6kw0UcAMv-8f.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FOH6kw0UcAMv-8f.mp4', bitrate=0)])]",DigiFun_,#Decentraland verified partner. Bringing fashion into the #metaverse! Join us in DigiFun DAO: discord.gg/6tArQY6WGu #web3,https://pbs.twimg.com/profile_images/1581628642408685568/F2KhkV_r_normal.jpg
2022-03-18 09:53:47+00:00,1503217810201526273,1504757950384164872,@TheGOFsOfficial On the screen and on the street #MVFW #PhygitalWorld,0,0,0,en,,toonatonian,"Blockchain Technologies #W3✌️  
5th rate superhero, 1st rate supervillain 📺 #TrustNoOne",https://pbs.twimg.com/profile_images/1608463272289730562/_tQH6w69_normal.jpg
2022-03-18 00:37:53+00:00,1504618056173072406,1504618056173072406,If anyone needs a DJ/Host for any Metaverse fashion week events or after parties let me know! Only a few time slots left 🙌 #MVFW #MVFW22 #metaverse #nft #fashionweek https://t.co/MEwY3F6JXg,3,0,0,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FOF6GxKVsAQS4A6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOF6GxKVsAQS4A6?format=jpg&name=large')]",DJTRAXNFT,Metaverse DJ family CJ TRAX MAMATRAX AND DJT-RAX - Musical Director X Event Organizer X NFT Creator X Writer opensea.io/collection/djt…,https://pbs.twimg.com/profile_images/1577172585824911360/QYfWwzLR_normal.jpg
2022-03-17 20:15:10+00:00,1504551942294745088,1504551942294745088,"It's time to celebrate as our pre-sale collection was SOLD OUT! 🔥

To share the excitement and joy, we invite you to our AMA with none other than @DECENTRALAND @ggcasimiro_ 🔥

🗓 MAR 18th
🕒 2 PM EST/ 6 PM GMT

#AMA #NFT #NFTs #MVFW

 https://t.co/1SES1s5BMs",54,12,11,en,,XRCouture,👾 Wear clothes that don’t exist 👾 | As seen on Wall Street Journal + Forbes😎 | Register for Digital Fashion Masterclass -forms.gle/qBXKE5Bx8Wv2Rc…,https://pbs.twimg.com/profile_images/1311225922779975681/zCgzDJ9P_normal.jpg
2022-03-17 20:00:09+00:00,1504548163247652867,1504548163247652867,Preparations for @decentraland #MVFW well on the way 👋 https://t.co/ks7FcDNCtW,58,12,5,en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1504546883481518091/pu/img/ZWVYKUbtDw9YVx2f.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504546883481518091/pu/vid/480x270/cN7u2IhDDiPeoZj2.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504546883481518091/pu/vid/640x360/5xl2nFjG_QqYsFgK.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504546883481518091/pu/vid/1280x720/7E3lwLPgt24-5LO9.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1504546883481518091/pu/pl/JAaiTrMNK9dcZwAX.m3u8?tag=12&container=fmp4', bitrate=None)], duration=7.866, views=999)]",thefabricant,"World’s First Digital-Only Fashion House ✦ Co-Create, Trade, AR + Metaverse Wearables ✦ WHOLELAND Waitlist is open!
↳ thefabricant.com/wholeland",https://pbs.twimg.com/profile_images/1453339374100287499/SPB_1jEN_normal.jpg
2022-03-17 19:13:26+00:00,1504536403774164992,1504536403774164992,"SOLDDDDD OUT! 🔥

We are super excited and proud to announce that our pre-sale has concluded and all the NFTs were sold. ⚡ 

A very big thanks to all the community members who made it possible. ❤️

#NFT #NFTs #NFTCommunity #NFTCollection #DigitalFashion #Fashion #MVFW",10,1,1,en,,XRCouture,👾 Wear clothes that don’t exist 👾 | As seen on Wall Street Journal + Forbes😎 | Register for Digital Fashion Masterclass -forms.gle/qBXKE5Bx8Wv2Rc…,https://pbs.twimg.com/profile_images/1311225922779975681/zCgzDJ9P_normal.jpg
2022-03-17 18:52:39+00:00,1504531176190472196,1504531176190472196,"Metaverse Fashion week is from March 24-27, my helmets will be featured on the 24th around 10:40 UTC / 6:40 EST time! Get yours if you wanna strut your stuff with the T-Rax helmet!  #MVFW #fashionweek #metaversefashionweek #fashion @decentraland 

https://t.co/SvKwRcCtM8 https://t.co/jSDeQxI7gO",3,1,0,en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1504531132540350468/pu/img/qrSiaXIVbH5VqonA.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504531132540350468/pu/vid/480x852/D4S5KQBO7MPWqB0o.mp4?tag=12', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504531132540350468/pu/vid/720x1280/lRQ-WeHuw92RYr0D.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1504531132540350468/pu/pl/IYdEbNajujLR4WAX.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1504531132540350468/pu/vid/320x568/MX_bJ82P2cs8l0Fm.mp4?tag=12', bitrate=632000)], duration=32.313, views=38)]",DJTRAXNFT,Metaverse DJ family CJ TRAX MAMATRAX AND DJT-RAX - Musical Director X Event Organizer X NFT Creator X Writer opensea.io/collection/djt…,https://pbs.twimg.com/profile_images/1577172585824911360/QYfWwzLR_normal.jpg
2022-03-17 18:34:50+00:00,1504526691644882946,1504526691644882946,"Join us on our METAVERSE HANGOUT on DECENTRALAND✨ A smart tutorial on how to create your first account on @decentraland to be part of #MVFW Metaverse Fashion Week, co-hosted by @bon_flavia and yours digitally.

About to start... 8PM CET. Join:  https://t.co/H2isP74w0t https://t.co/202cJzo2LA",2,1,0,en,,pedroguez__,"ASVOFF Social Media Director _ DIGITAL FASHION @obvio_fashion and @thefabricant Community Manager / @MID_voxels Founder and 
Curator",https://pbs.twimg.com/profile_images/1603547285039636481/OkgM0-dD_normal.jpg
2022-03-17 17:54:07+00:00,1504161038672936964,1504516442993344513,@CryptoMi2 @8sianNFT Just aped in with mom... can't wait for MVFW! https://t.co/CFbraMh05A,0,0,0,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FOEchclacAAK8g8?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FOEchclacAAK8g8?format=png&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FOEdURUaMAAe1or?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FOEdURUaMAAe1or?format=png&name=large')]",darrenytlau,"Where’d you wanna go, How much you wanna risk?",https://pbs.twimg.com/profile_images/1561400732347420672/gJIX-04z_normal.jpg
2022-03-17 16:15:50+00:00,1504491709341876235,1504491709341876235,"🛍 Metaverse Fashion Week is coming to @decentraland

Luxury brands such as Tommy, D&amp;G and the superstar 
@fewocious are all taking the stage on March 24 - 27, 2022.

Will we see more NFTs and luxury digital assets hit the market?

https://t.co/MmpeciUVQs #MVFW #MVFW22 #opensea",7,0,1,en,,mava_app,Customer Support Platform for Web3 Organizations,https://pbs.twimg.com/profile_images/1561655256660033538/cp3kj56l_normal.jpg
2022-03-17 15:16:41+00:00,1504476824755060744,1504476824755060744,"We are happy to announce that @reginaturbina will take part in @decentraland Metaverse Fashion Week with Wedding: Upcycled collection powered by @PUMA and @artisantnft. 

This epic drop coming to @rarible soon! #MVFW https://t.co/1FxaBCYNR2",117,21,21,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FOD5sUTVEAMcCOa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOD5sUTVEAMcCOa?format=jpg&name=large')]",artisantnft,Collect and use digital fashion assets by famous brands and talented designers every day: collect.artisant.io Join our discord: discord.gg/SM7eg9m2WU,https://pbs.twimg.com/profile_images/1530855925040431104/zOk14XZY_normal.jpg
