;created_at;date;name;username;link;tweet;replies_count;retweets_count;likes_count;photos
71;2022-03-22 16:43:59 CET;22.03.22;Maurizio Di Caprio;maury_tweet;https://twitter.com/maury_tweet/status/1506295632838938629;Tommy Hilfiger to Participate in Decentraland Metaverse Fashion Week  https://t.co/olHiI03vK3 via @wwd;0;0;0;[]
72;2022-03-22 16:10:32 CET;22.03.22;Boson Protocol;bosonprotocol;https://twitter.com/BosonProtocol/status/1506287215911051279;7/ This is a pivotal moment for digital and physical fashion and we’re thrilled to be joined by the @TommyHilfiger in Boson Portal for Metaverse Fashion Week 2022 🔥   Join us 24-27th March   https://t.co/W9xSw2v9bl  https://t.co/M5W3663CHC;0;8;66;['https://pbs.twimg.com/media/FOdklebXIAYXAbW.png']
73;2022-03-22 16:10:22 CET;22.03.22;Boson Protocol;bosonprotocol;https://twitter.com/BosonProtocol/status/1506287175343788041;We're delighted to partner with the world renowned @TommyHilfiger for Metaverse Fashion Week  Tommy Hilfiger will be adopting @BosonProtocol technology to sell physical products in the metaverse 🪄📦  As seen in @wwd  https://t.co/fVOS8unjoE  https://t.co/yibtjirEfF;21;86;363;['https://pbs.twimg.com/media/FOdh-1XWYA8UpM7.png']
74;2022-03-22 16:07:16 CET;22.03.22;News Caboodle;newscaboodle;https://twitter.com/newscaboodle/status/1506286393441542158;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/nzSorEcLtn;1;0;0;[]
75;2022-03-22 16:07:15 CET;22.03.22;Crypto Coin Feed;cryptocoin_feed;https://twitter.com/cryptocoin_feed/status/1506286389649883146;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/OzJngYizL8;0;1;0;[]
76;2022-03-22 15:54:42 CET;22.03.22;Vinay saroj;vinaysa27456825;https://twitter.com/Vinaysa27456825/status/1506283233067024395;Tommy Hilfiger to join inaugural Decentraland Metaverse Fashion Week  https://t.co/V5IVX5Kr1P;0;0;0;[]
77;2022-03-22 15:34:09 CET;22.03.22;Alexander De Castro;alexanderdeca15;https://twitter.com/AlexanderDeCa15/status/1506278061276377100;Tommy Hilfiger to join inaugural Decentraland Metaverse Fashion Week  https://t.co/winhlTVtet;0;0;2;[]
78;2022-03-22 15:24:21 CET;22.03.22;Not Fungible;notfungible;https://twitter.com/NotFungible/status/1506275591955300354;@TommyHilfiger  jumping on the #NFT and #metaverse train just in time for the #Decentraland fashion week.   April is going to be a hot month for @decentraland as we're having our gallery opening event later that month as well. 🔥   https://t.co/InLF0xTFUk;1;0;1;[]
79;2022-03-22 15:11:31 CET;22.03.22;Metaverse Insider;metav_insider;https://twitter.com/Metav_Insider/status/1506272364476178439;🚀@decentraland will host the Metaverse Fashion Week, which will start on March 24th  🧥The event will feature designers such as Tommy Hilfiger and Paco Rabanne    https://t.co/XwNfK9y12A  #event #fashion #designers #metaverse #web3 #fashion #fashionindustry #fashionweek;0;1;3;[]
80;2022-03-22 15:10:11 CET;22.03.22;Tim Moore;timmoorelive;https://twitter.com/timmoorelive/status/1506272028902322179;#TommyHilfiger to Showcase Spring 2022 Collections and #NFT Wearables at #Decentraland’s Metaverse #FashionWeek  https://t.co/xZau5RrUXF;1;0;1;[]
81;2022-03-22 15:09:46 CET;22.03.22;Rajesh Tandon;rajeshtandon971;https://twitter.com/rajeshtandon971/status/1506271923713417217;Tommy Hilfiger to join inaugural Decentraland Metaverse Fashion Week  https://t.co/SXKHmORXaX;0;0;0;[]
82;2022-03-22 14:57:00 CET;22.03.22;TheCryptoNotice.com;thecryptonotice;https://twitter.com/thecryptonotice/status/1506268709505015815;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/I4UBSRNYvH;0;0;0;[]
83;2022-03-22 14:48:33 CET;22.03.22;Crypto Content;cryptocontent2;https://twitter.com/CryptoContent2/status/1506266583278227457;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/eb5UO7BRzj;0;0;0;[]
84;2022-03-22 14:37:49 CET;22.03.22;lyo.eth;dinar_afro;https://twitter.com/dinar_afro/status/1506263882683277323;How much is mvfw.eth worth?   Especially considering all the #MetaverseFashionWeek #MVFW buzz and big brands like @TommyHilfiger @EtroOfficial and other big brands pouring in.;0;1;0;[]
85;2022-03-22 14:34:00 CET;22.03.22;Crypto60sec;crypto60sec;https://twitter.com/crypto60sec/status/1506262924008075267;Breaking: Tommy Hilfiger to join inaugural Decentraland Metaverse Fashion Week #Tommy hilfiger #NFT #Metaverse    https://t.co/5RxbMwee3r;0;5;3;[]
86;2022-03-22 14:27:50 CET;22.03.22;The Crypto Times;cryptotimes_io;https://twitter.com/CryptoTimes_io/status/1506261370870054918;.@TommyHilfiger is coming with its spring 2022 collection linked with #NFTs in the #Metaverse Fashion Week on @decentraland with its virtual store.  #TommyHilfiger #Decentraland #NFTcommunity    https://t.co/uDrlwX3lkv;1;0;2;[]
87;2022-03-22 14:24:24 CET;22.03.22;Cryptocurrencies;criptomonedas99;https://twitter.com/Criptomonedas99/status/1506260506151116809;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week -  https://t.co/PUwql5jCGU  https://t.co/1icHSDB0vW;0;0;0;['https://pbs.twimg.com/media/FOdP8phXMAIDltU.jpg']
88;2022-03-22 13:26:58 CET;22.03.22;NFT.ETH (BitBuzz);cryptostevewand;https://twitter.com/CryptoSteveWand/status/1506246051598061571;Tommy Hilfiger to Participate in Decentraland Metaverse Fashion Week – WWD  https://t.co/oW2FaVTzvz;1;4;6;[]
89;2022-03-22 13:11:26 CET;22.03.22;temettü fidanı (kriptosever);temettuf;https://twitter.com/TemettuF/status/1506242146323636226;We're delighted to partner with the world renowned Tommy Hilfiger for Metaverse Fashion Week 🤩  Tommy Hilfiger will be adopting Boson Protocol technology to sell physical products as NFTs 🪄📦  Read the featured article in WWD 👀  https://t.co/fEUJxVwxAW;0;0;0;[]
90;2022-03-22 13:09:18 CET;22.03.22;⚡️ Skies ⚡️;alirezahussei14;https://twitter.com/AlirezaHussei14/status/1506241606474686468;Tommy Hilfiger to Participate in Decentraland Metaverse Fashion Week Hilfiger will virtually showcase its spring 2022 collections, plus host a digital retail platform where consumers can shop NFTs for their avatars or purchase physical items. #IONS 🌈♥️  https://t.co/8F4cf3MS1z;0;2;7;['https://pbs.twimg.com/media/FOc-whPXIAc7nfY.jpg']
91;2022-03-22 13:06:51 CET;22.03.22;CryptoDigiCurrency.com©️;cryptodigicurr1;https://twitter.com/CryptoDigiCurr1/status/1506240990629142532;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/7pLU8RXgxE;0;0;0;[]
92;2022-03-22 13:00:27 CET;22.03.22;The Deezignr;thedeezignr;https://twitter.com/TheDeezignr/status/1506239381836865536;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week -  https://t.co/ZlrVGOaRgp  https://t.co/xI52icuMMW;0;0;1;['https://pbs.twimg.com/media/FOc8vD8WUAsOLSl.jpg']
93;2022-03-22 12:58:23 CET;22.03.22;Business News;busines65959783;https://twitter.com/Busines65959783/status/1506238858815586309;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/2LSeII25QT;1;0;0;[]
94;2022-03-22 12:55:34 CET;22.03.22;Stephen Viscusi;stephenviscusi;https://twitter.com/StephenViscusi/status/1506238151861415945;"These #fashion designers are leading us into the future through the #metaverse.  Featured in this week’s @obcidoinc blog: @ElieSaabWorld, @EtroOfficial, @dolcegabbana, @TommyHilfiger &amp; more!  Amazing article by @babzglobal2021 for the #OBCIDOBlog:  https://t.co/uJtuqelyAz";0;1;4;[]
95;2022-03-22 12:46:37 CET;22.03.22;Will 👨🏻‍💻;mojave08;https://twitter.com/mojave08/status/1506235899381792769;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News #mana ⁦@decentraland⁩   https://t.co/ozzSJ08cOZ;0;0;0;[]
96;2022-03-22 12:11:32 CET;22.03.22;coinumm;coinumm;https://twitter.com/coinumm/status/1506227068622852100;On Monday, Tommy Hilfiger has announced the company is joining the inaugural Decentraland Metaverse Fashion Week from March 24th to March 27th, 2022.  https://t.co/gsk7Ffea84;0;0;0;['https://pbs.twimg.com/tweet_video_thumb/FOcxh5gXsAU_Wx7.jpg']
97;2022-03-22 11:37:12 CET;22.03.22;Crypto Monk From Himalayas;vinny63920360;https://twitter.com/vinny63920360/status/1506218428796915713;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week.  https://t.co/BvF4fI64KD;0;0;1;[]
98;2022-03-22 11:24:05 CET;22.03.22;CryptoCurrencies News bot;butterlemonbot;https://twitter.com/ButterLemonBot/status/1506215128450183170;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week :  https://t.co/T72R6rFGoQ  https://t.co/xN8ycQ49OF;0;0;0;['https://pbs.twimg.com/media/FOcmrU1WQAMsc6y.jpg']
99;2022-03-22 11:21:09 CET;22.03.22;CryptoCurrencies News bot;butterlemonbot;https://twitter.com/ButterLemonBot/status/1506214388566482948;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week :  https://t.co/T72R6rFGoQ  https://t.co/VuARtflsDS;0;0;0;['https://pbs.twimg.com/media/FOcmAPmWUAU0ZGz.jpg']
100;2022-03-22 11:18:08 CET;22.03.22;CryptoCurrencies News bot;butterlemonbot;https://twitter.com/ButterLemonBot/status/1506213630416764928;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week :  https://t.co/T72R6rFGoQ  https://t.co/BaLq780HU6;0;0;0;['https://pbs.twimg.com/media/FOclUHHXsAg6uJm.jpg']
101;2022-03-22 11:15:08 CET;22.03.22;CryptoCurrencies News bot;butterlemonbot;https://twitter.com/ButterLemonBot/status/1506212876738048005;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week :  https://t.co/T72R6rFGoQ  https://t.co/ybFGT5iKQ9;0;0;0;['https://pbs.twimg.com/media/FOckoRGXIAAE1AJ.jpg']
102;2022-03-22 11:12:08 CET;22.03.22;CryptoCurrencies News bot;butterlemonbot;https://twitter.com/ButterLemonBot/status/1506212122119880709;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week :  https://t.co/T72R6rFGoQ  https://t.co/dKPF7MAP4f;0;0;0;['https://pbs.twimg.com/media/FOcj8TsXMAI_efG.jpg']
103;2022-03-22 11:00:10 CET;22.03.22;Aserebit;aserebit;https://twitter.com/aserebit/status/1506209108571082757;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/R75U3d9z3E;0;0;1;[]
104;2022-03-22 10:50:16 CET;22.03.22;Sheila Escot;sheilaescot;https://twitter.com/sheilaescot/status/1506206617863401473;Tommy Hilfiger to Participate in Decentraland Metaverse Fashion Week – WWD  https://t.co/2nFJ7vWySV;0;0;0;[]
105;2022-03-22 10:41:59 CET;22.03.22;USeducation Service;educationaspect;https://twitter.com/educationaspect/status/1506204533646667786;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/L8sqJrlKAp;0;0;0;[]
106;2022-03-22 10:36:10 CET;22.03.22;Scarlet Neal;scarletneal11;https://twitter.com/ScarletNeal11/status/1506203070765613061;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  #Metaverse #BosonProtocol    https://t.co/gXNdifqWjJ;0;0;0;[]
107;2022-03-22 10:24:10 CET;22.03.22;Bit News;bitnewsch;https://twitter.com/bitnewsCH/status/1506200052359962628;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  #Metaverse #BosonProtocol    https://t.co/R6pRzztgzL;0;0;2;[]
108;2022-03-22 10:15:29 CET;22.03.22;Algorithmic Trader;fraschu2007;https://twitter.com/fraschu2007/status/1506197865139478530;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/u45PMGI6NK via @BTCTN;0;0;0;[]
109;2022-03-22 10:15:02 CET;22.03.22;time_to_level_up;bohowellness;https://twitter.com/BohoWellness/status/1506197752794939400;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/uFDXdGvMvO;0;0;1;[]
110;2022-03-22 10:09:51 CET;22.03.22;TokenAndCrypto.com;tokenandcrypto;https://twitter.com/tokenandcrypto/status/1506196448983015425;On Monday, Tommy Hilfiger has announced the company is joining the inaugural Decentraland Metaverse Fashion Week from March 24th to March 27th, 2022. During the Metaverse Fashion Week, the American fashion design firm said it will showcase its Spring  #   https://t.co/m9F5cdvp0V  https://t.co/TfwxceiLus;0;0;0;['https://pbs.twimg.com/media/FOcVsASXIAAptE2.jpg']
111;2022-03-22 10:09:42 CET;22.03.22;Moonboy🤑⚡️;mc_verhelst;https://twitter.com/mc_verhelst/status/1506196408562589698;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/eX6dSGNAnV;1;0;0;[]
112;2022-03-22 10:09:37 CET;22.03.22;Dr. Durgesh sisodiya;drdurgeshsisodi;https://twitter.com/DrDurgeshSisodi/status/1506196386886438913;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/QCd5b4iIvt;0;0;0;[]
113;2022-03-22 10:06:03 CET;22.03.22;✊ #nowtesdefi CRYPTO NEWS CHANNEL ➡️NFTS ➡️ALTS;nowtesdefi;https://twitter.com/nowtesdefi/status/1506195491037491200;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/87eVWcz1FX;0;0;0;[]
114;2022-03-22 10:05:43 CET;22.03.22;NFT search engine 🌈daily auction;brave0nft;https://twitter.com/brave0nft/status/1506195405905829895;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/cHtnGtk4pG #tezos #nft;0;0;0;[]
115;2022-03-22 10:04:50 CET;22.03.22;Guncelkal.net;guncelkalnet;https://twitter.com/guncelkalnet/status/1506195186359095300;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/7C4eD5bBIe;0;0;0;[]
116;2022-03-22 10:00:22 CET;22.03.22;The Money 360;themoney360;https://twitter.com/TheMoney360/status/1506194061996089350;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/EfBWStc80B;0;0;0;[]
117;2022-03-22 09:55:49 CET;22.03.22;Coinf.in;coinf_in;https://twitter.com/Coinf_in/status/1506192916141809667;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/9OolH5tTP0;0;0;0;[]
118;2022-03-22 09:55:12 CET;22.03.22;Coin Jupiter;coinjupiter;https://twitter.com/coinjupiter/status/1506192760759631872;Tommy Hilfiger to Showcase Spring 2022 Collections and #NFT Wearables at Decentraland’s #Metaverse Fashion Week #CryptoCurrencyNews  https://t.co/e6vEwO5d2n via @coinjupiter;1;0;2;[]
119;2022-03-22 09:52:13 CET;22.03.22;Africa News Herald;heraldafrican;https://twitter.com/HeraldAfrican/status/1506192009907871746;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/7AGTftsqeb;0;0;1;[]
120;2022-03-22 09:50:30 CET;22.03.22;Mr.Prince Sahani;mrprincesahani;https://twitter.com/MrPrinceSahani/status/1506191575797444608;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/rff3I7RTaz;0;0;0;[]
121;2022-03-22 09:50:20 CET;22.03.22;Crypto Farting;cryptofarting;https://twitter.com/CryptoFarting/status/1506191533908926470;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  On Monday, Tommy Hilfiger has announced the company is joining the inaugural Decentraland Metaverse Fashion Week from March 24th to March 27th,…  https://t.co/3zqN5ugt6W  https://t.co/tvmEHfZZ99;0;0;1;['https://pbs.twimg.com/media/FOcRN6uXoAECOsL.jpg']
122;2022-03-22 09:47:47 CET;22.03.22;⚡Buy #Bitcoin & Chill ⚡;usd2btc;https://twitter.com/usd2btc/status/1506190894575271938;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/8YgJo6TAJ9;0;0;1;[]
123;2022-03-22 09:40:05 CET;22.03.22;usa share news;usasharenews;https://twitter.com/usasharenews/status/1506188956811112448;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/cEZMBczJhK;0;0;0;[]
124;2022-03-22 09:33:52 CET;22.03.22;Coinstacknews;coinstacknews;https://twitter.com/coinstacknews/status/1506187393979850756;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/cIB7tbxA5n;0;0;0;[]
125;2022-03-22 09:25:08 CET;22.03.22;Bitcoin Debate;btcdebate;https://twitter.com/BtcDebate/status/1506185195912847360;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/MkbAnbVD78;0;0;0;[]
126;2022-03-22 09:22:34 CET;22.03.22;Crypto-Trends.co.uk;cryptotrendsco1;https://twitter.com/CryptoTrendsco1/status/1506184547704135681;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/2vS6UUYviW;0;0;1;[]
127;2022-03-22 09:22:06 CET;22.03.22;BtcMiningVolt;btcminingvolt;https://twitter.com/btcminingvolt/status/1506184429768749058;Tommy Hilfiger To Showcase Spring 2022 Collections And NFT Wearables At Decentraland’s Metaverse Fashion Week  https://t.co/OQlHOY0zbc;0;0;1;[]
128;2022-03-22 09:16:58 CET;22.03.22;TechNoobs;tech_noobs;https://twitter.com/Tech_Noobs/status/1506183137939894273;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/88jaU0dfc5;0;0;0;[]
129;2022-03-22 09:15:33 CET;22.03.22;EURAN, European Art Networks AB;euran_networks;https://twitter.com/EURAN_Networks/status/1506182783416295424;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/CF9ls5NQn4 via @BTCTN;0;0;0;[]
130;2022-03-22 09:12:36 CET;22.03.22;EURAN, European Art Networks AB;euran_networks;https://twitter.com/EURAN_Networks/status/1506182038080172036;Tommy Hilfiger to Participate in Decentraland Metaverse Fashion Week  https://t.co/1TopwwPgEd via @wwd;0;0;0;[]
131;2022-03-22 09:12:07 CET;22.03.22;Aleksander Albert;alexgoalbert;https://twitter.com/AlexGoAlbert/status/1506181916705370115;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/IJFstzA6Aa;0;0;0;[]
132;2022-03-22 09:10:10 CET;22.03.22;About Crypto ❔;aboutcrypto47;https://twitter.com/Aboutcrypto47/status/1506181427112873985;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week   https://t.co/kE59aMWUPl;0;0;0;[]
133;2022-03-22 09:09:46 CET;22.03.22;Mindless Crypto News;mindless_crypto;https://twitter.com/Mindless_Crypto/status/1506181327435014148;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/7DSWfg6wJB;0;0;0;[]
134;2022-03-22 09:05:54 CET;22.03.22;JackOfAllTechs;jackofalltechs;https://twitter.com/JackOfAllTechs/status/1506180352791953409;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/PiVrCMrSs1 #bosonprotocol #cavalli #decentraland #dolcegabbana;0;0;1;[]
135;2022-03-22 09:05:42 CET;22.03.22;TraderSpot;traderuday4;https://twitter.com/traderuday4/status/1506180302917488643;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News   On Monday, Tommy Hilfiger has anno...  https://t.co/u0Ppuk2AQF #Bitcoin  https://t.co/zwEavfvG5b;1;0;1;[]
136;2022-03-22 09:05:33 CET;22.03.22;Technology Manias;technologymani2;https://twitter.com/TechnologyMani2/status/1506180265676357637;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/BXxnDLHul1;1;0;1;[]
137;2022-03-22 09:05:21 CET;22.03.22;Investing Newseverything;inewseverything;https://twitter.com/INewseverything/status/1506180217215221762;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News – Investing NewsEverything  https://t.co/ZzH2RopNVa;0;0;3;[]
138;2022-03-22 09:04:20 CET;22.03.22;Crypto Mainframe;cryptomainframe;https://twitter.com/CryptoMainframe/status/1506179960163209219;New post (Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week) has been published on Crypto Mainframe News  -  https://t.co/iYRshn0qzR  https://t.co/lr6d16rV9H;0;0;0;['https://pbs.twimg.com/media/FOcGsQqWYAAwCJo.jpg']
139;2022-03-22 09:03:33 CET;22.03.22;addictedtocrypto;addicted2crypto;https://twitter.com/addicted2crypto/status/1506179760526819330;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/suvlgun0z3;0;0;0;[]
140;2022-03-22 09:03:24 CET;22.03.22;taban horany;horanytaban;https://twitter.com/HoranyTaban/status/1506179726297206784;Tommy Hilfiger Presents Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/HVFtPLZ1aU;0;0;0;[]
141;2022-03-22 09:03:22 CET;22.03.22;Bitcoin Feed News;bitcoinfnews;https://twitter.com/BitcoinFNews/status/1506179714368655362;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/F3XDBAgota;0;0;0;[]
142;2022-03-22 09:02:39 CET;22.03.22;Praveen Emmanuel Sakilay;emmanuel4u;https://twitter.com/emmanuel4u/status/1506179535028596741;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/DfJrZSmQpp;0;0;1;[]
143;2022-03-22 09:02:02 CET;22.03.22;Tajo Crypto;tajocrypto;https://twitter.com/TajoCrypto/status/1506179382351695873;@BTCTN Tommy Hilfiger is taking step in the right direction. It's partnership with Decentraland that will see it participate in Metaverse Fashion Week MFW, which will see them show case their collections and NFT wearables in Boson Portal within Decentraland. MFW will be amazing;0;1;3;[]
144;2022-03-22 09:01:47 CET;22.03.22;Crypto Daily Sun;cryptodailysun;https://twitter.com/CryptoDailySun/status/1506179319244021761;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/Yxc1BNHbXd;0;0;0;[]
145;2022-03-22 09:01:06 CET;22.03.22;Black Media Daily;bmdaily1;https://twitter.com/BMDaily1/status/1506179147885907970;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/JRoBfBj95Z;0;0;1;[]
146;2022-03-22 09:00:35 CET;22.03.22;Criticalinfo.com.ng;criticalinfo1;https://twitter.com/Criticalinfo1/status/1506179013970169857;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/OMpxS3I3sL;0;0;0;[]
147;2022-03-22 09:00:04 CET;22.03.22;DailyCrypto;dailycrypto_t;https://twitter.com/DailyCrypto_t/status/1506178885595107330;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News #Bitcoin #Ethereum #BTC #ETH #Crypto #CryptoNews   https://t.co/MKh0R5r9Mg;0;1;2;[]
148;2022-03-22 08:59:27 CET;22.03.22;CryptoNewswire 🌐;cryptonewswire;https://twitter.com/CryptoNewswire/status/1506178729189552130;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland's Metaverse Fashion Week -  https://t.co/q0UxDsy49I;1;0;0;[]
149;2022-03-22 08:58:44 CET;22.03.22;Ehijoshua;ehijoshua2;https://twitter.com/ehijoshua2/status/1506178549992013825;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News  https://t.co/cxM9QXJvYA;0;0;0;[]
150;2022-03-22 08:56:54 CET;22.03.22;CRYPTO KENYA;cryptokenya2;https://twitter.com/cryptokenya2/status/1506178090602479621;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/VqQq8qV6YG;0;0;0;[]
151;2022-03-22 08:55:46 CET;22.03.22;Crypto Crypto News;cryptocryptone3;https://twitter.com/CryptoCryptoNe3/status/1506177804089667588;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week – Metaverse Bitcoin News CRYPTO CRYPTO NEWS -  https://t.co/hyCUPNHe1n  https://t.co/1yA12Q1ZWi;0;0;0;['https://pbs.twimg.com/media/FOcEuwEWQAMy5Hn.jpg']
152;2022-03-22 08:55:00 CET;22.03.22;Uomoelegante;uomoeleganteit;https://twitter.com/UomoeleganteIt/status/1506177612552540160;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  read on  https://t.co/yqbYGiB8LB  https://t.co/5sGhVjecBL #uomoelegante #gloo #miradaonline #ecosistemaonline  https://t.co/GYAuH3leAg;0;0;0;['https://pbs.twimg.com/media/FOcEjmvWQAIh9qX.jpg']
153;2022-03-22 08:54:19 CET;22.03.22;Mega Bounce Nation;bouncenationke;https://twitter.com/bouncenationke/status/1506177440896405511;Tommy Hilfiger to Showcase Spring 2022 Collections and NFT Wearables at Decentraland’s Metaverse Fashion Week  https://t.co/FhhZpQN9S4;0;0;0;[]
